drug1_id,drug2_id,prr_mean,prr_max,prr_min,prr_std,prr_count,report_freq_mean,has_interaction,severity,drug1_encoded,drug2_encoded,severity_encoded
1092437,27169,8.520531707317073,40.0,1.25,6.604921330929305,82,0.06707317073170732,1,high,68,424,3
1092437,5521,5.262968565957447,145.0,0.102041,8.113464684372579,705,0.0075324776453900705,1,high,68,772,3
1094833,191831,7.3741594444444445,20.0,1.0,5.002971698380254,18,0.08024694444444444,1,high,69,272,3
1100072,2598,6.3229162500000005,10.0,2.0,3.0854914174306716,16,0.1,1,high,70,408,3
11002,25480,6.625533676056338,30.0,0.909091,4.964278183742844,71,0.041314529577464794,1,high,71,395,3
11002,2590,6.67095691,30.0,0.384615,5.4503421454037095,100,0.028653869,1,high,71,406,3
11002,36676,8.097222083333333,20.0,2.0,4.04112842324687,24,0.1006944875,1,high,71,603,3
11002,6468,6.915137115384615,40.0,1.11111,6.826947859211859,52,0.056318694230769226,1,high,71,865,3
11002,704,8.484544385964913,20.0,1.42857,4.772555515244734,57,0.0853800596491228,1,high,71,938,3
11002,723,7.240740000000001,20.0,2.0,4.441053464561548,18,0.08730157777777778,1,high,71,957,3
1100699,11473,11.208333125,40.0,2.0,10.529588107909204,16,0.1306817625,1,high,72,102,3
1100699,62427,7.255535890675241,83.3333,0.121951,8.14460623555703,311,0.01290193270096463,1,high,72,848,3
1102261,11002,7.5396809523809525,20.0,1.0,4.844497912736577,21,0.07002797619047618,1,high,74,71,3
1102261,21766,5.8333322222222215,10.0,2.5,3.227487090085636,9,0.13333333333333336,1,high,74,325,3
1102261,704,8.316247299319727,60.0,0.526316,9.097252864384016,147,0.031519258503401364,1,high,74,938,3
1102261,72143,9.15,20.0,2.5,5.375096898351384,10,0.13333345000000002,1,high,74,952,3
1102261,816346,8.182956842105263,20.0,1.66667,4.577402031228835,38,0.08289473684210526,1,high,74,1043,3
1111103,2598,17.101447391304347,50.0,3.33333,13.268949857661621,23,0.28695652173913044,1,high,76,408,3
11124,20352,10.075048459687125,170.0,0.151515,14.09177550615446,831,0.012576593682310469,1,high,77,301,3
11124,22697,8.487259696774194,80.0,0.3125,10.115925339657512,155,0.022880706451612904,1,high,77,342,3
11124,2356,8.329787021276596,30.0,2.0,5.526669153557343,47,0.09656299574468086,1,high,77,360,3
11124,275635,8.835284166666666,80.0,0.5,10.598103478333668,120,0.04825582583333333,1,high,77,432,3
11124,3041,8.496904418421053,120.0,0.16129,12.277467460174957,760,0.007337301013157895,1,high,77,479,3
11124,3443,8.183961114613181,90.0,0.275862,8.974935076303609,698,0.012989485415472778,1,high,77,558,3
11124,9143,7.055384132240437,100.0,0.113636,8.252845885319052,915,0.006831577038251366,1,high,77,1118,3
1114195,10379,6.006147616279069,20.0,0.588235,4.232788821703079,86,0.03142009534883721,1,high,80,17,3
1114195,10454,7.7294917708333335,30.0,0.769231,6.378311837443171,48,0.0513393,1,high,80,29,3
1114195,42463,5.243503891891892,60.0,0.188679,7.3346596457698325,333,0.009149779579579579,1,high,80,676,3
1116632,236778,8.56978076119403,50.0,0.416667,10.112945921296136,67,0.030636313432835825,1,high,81,364,3
1116632,32915,5.52926011627907,20.0,0.384615,4.539821626839837,86,0.022361336046511627,1,high,81,524,3
1116632,37801,9.05295075609756,20.0,0.909091,6.10903727422938,41,0.0456333756097561,1,high,81,613,3
1116632,641,8.338888666666668,30.0,1.66667,5.192184801854134,30,0.05362322333333333,1,high,81,860,3
1116632,6902,6.963414125000001,90.0,0.243902,9.444388468726515,216,0.014442107083333334,1,high,81,915,3
1116632,7407,7.714909872093023,50.0,0.333333,8.128077240157554,86,0.02846834069767442,1,high,81,987,3
11246,11258,6.111967345454546,20.0,0.714286,5.021497838850882,110,0.03376621272727273,1,high,85,90,3
11246,134748,7.783143775000001,20.0,0.909091,4.487768273209001,40,0.07105265000000001,1,high,85,159,3
11246,237116,7.261022698412699,20.0,1.25,4.169305146716434,63,0.0873015873015873,1,high,85,366,3
11246,2626,11.747938418604651,90.0,0.769231,15.061544008960958,129,0.04764211007751938,1,high,85,415,3
11246,343047,5.1458337499999995,10.0,1.66667,3.299154632581494,8,0.0769231,1,high,85,555,3
11246,3443,5.061791717363752,40.0,0.263158,5.120269424159291,789,0.0065844982509505705,1,high,85,558,3
11246,6711,5.7098452612137205,30.0,0.142857,5.254514496073015,379,0.012755214617414247,1,high,85,887,3
11246,723,7.574126643454039,60.0,0.285714,7.329619682862605,359,0.0213729804735376,1,high,85,957,3
11246,8814,7.139178780487804,20.0,1.11111,5.765374445840962,41,0.06762748780487805,1,high,85,1107,3
11248,1102129,6.515986202380953,50.0,0.909091,5.870170961860528,168,0.027412292857142855,1,high,86,73,3
11248,11473,17.56097513651877,100.0,0.384615,15.59349343954358,293,0.0639482781569966,1,high,86,102,3
11248,12574,9.150580712765958,70.0,0.5,8.700581590418398,188,0.03316646223404255,1,high,86,135,3
11248,60548,5.099500843137255,30.0,0.5,4.829007457751869,153,0.023991690849673203,1,high,86,821,3
11248,68442,10.96185638755981,50.0,0.37037,9.462485924394649,209,0.04040403349282296,1,high,86,905,3
11248,711942,5.6870586111111106,10.0,1.25,3.2170722253033137,36,0.0694444611111111,1,high,86,944,3
11248,9873,7.067777599999999,20.0,1.66667,3.8659888463423044,50,0.0953846,1,high,86,1134,3
11251,10438,8.753622826086957,20.0,1.66667,4.58307850909537,46,0.08237983043478261,1,high,87,26,3
11251,115698,8.047186181818182,20.0,1.42857,4.537407554411192,55,0.08671328727272727,1,high,87,112,3
11251,1256,6.5606209571428575,30.0,0.714286,5.514508818702928,70,0.044537832857142856,1,high,87,134,3
11251,136411,7.222536024,30.0,0.526316,5.370940200537465,125,0.0421052704,1,high,87,171,3
11251,591781,7.238977037037038,20.0,1.66667,4.841804502186234,27,0.08278864814814815,1,high,87,800,3
11251,7617,8.045918285714286,20.0,1.25,4.834670263504495,35,0.10285710857142856,1,high,87,1004,3
11253,1091,7.067078461538462,20.0,1.25,3.6886757982274556,52,0.06043951346153846,1,high,88,66,3
11253,1310520,6.186490860317461,63.75,0.294118,6.440831449164573,315,0.01679894365079365,1,high,88,152,3
11253,2348,8.071172580645161,30.0,1.11111,6.294280447353756,31,0.0716846064516129,1,high,88,356,3
11253,33910,7.556333333333333,30.0,1.11111,5.572983718718247,51,0.05525844509803922,1,high,88,545,3
11253,36717,5.702305426540285,20.0,0.30303,4.366303022144836,211,0.018167441232227487,1,high,88,605,3
11253,734064,4.856761710784314,30.0,0.136986,4.126251380742708,408,0.012266630416666669,1,medium,88,979,2
11256,3008,5.122996291891892,20.0,0.47619,4.050507742950057,185,0.020253156216216216,1,high,89,472,3
11256,306674,6.497649714285714,30.0,1.11111,7.090418454173991,35,0.03650795714285714,1,high,89,482,3
11256,338036,11.96666675,30.0,2.0,7.773246888221358,40,0.1749998725,1,high,89,543,3
11256,72143,7.863263659016393,70.0,0.5,7.424176488449646,305,0.02358649737704918,1,high,89,952,3
11258,281,8.224535211267606,30.0,0.625,4.910494367718957,142,0.042449158450704225,1,high,90,440,3
11258,6313,12.234848636363637,40.0,1.66667,9.234547771650654,22,0.10714280909090909,1,high,90,850,3
11289,10691,7.5976045647058825,40.0,0.555556,6.242120122383995,85,0.03475937176470588,1,high,91,45,3
11289,11124,9.222348398026316,100.0,0.147059,10.917235843683866,1216,0.00846918509868421,1,high,91,77,3
11289,11248,6.852238650042993,80.0,0.2,7.978635087600756,1163,0.006171253594153053,1,high,91,86,3
11289,1373458,7.377314722222222,15.0,1.25,3.4837199177270968,36,0.07962961111111111,1,high,91,178,3
11289,183379,6.518260794339623,120.0,0.212766,9.354088890495026,530,0.009949683943396225,1,high,91,251,3
11289,19836,17.857142857142858,50.0,5.0,18.89822365046136,7,0.18181807142857145,1,high,91,289,3
11289,2011,7.584228018518519,30.0,0.833333,6.56622349613808,54,0.045717592592592594,1,high,91,295,3
11289,2409,6.06157864423077,30.0,0.769231,4.623561208091212,312,0.018278759743589744,1,high,91,372,3
11289,2582,11.609697439203355,210.0,0.232558,17.316422571907086,954,0.012329887840670859,1,high,91,404,3
11289,338817,6.964493377192982,90.0,0.16129,9.322278117775772,228,0.01550316745614035,1,high,91,544,3
11289,37925,7.1754301262626266,60.0,0.434783,8.094581185235809,198,0.021154945252525256,1,high,91,615,3
11289,5093,9.352628611260053,100.0,0.263158,11.025741081371345,746,0.013703815643431635,1,high,91,747,3
11289,7821,8.874999642857142,30.0,2.0,6.96472998584454,28,0.08482142857142858,1,high,91,1019,3
11289,805452,7.569424051094891,120.0,0.25641,11.997975301145964,137,0.02587921094890511,1,high,91,1035,3
11289,83682,7.855555333333333,20.0,2.0,4.638891668281901,15,0.08095238666666665,1,high,91,1065,3
11289,8727,7.6525950930232565,30.0,0.454545,5.831565511677609,172,0.028630961046511628,1,high,91,1096,3
11359,1588,6.22970751923077,20.0,0.909091,4.391726814650075,52,0.04358971730769231,1,high,93,219,3
11359,26225,7.220609215686275,20.0,1.66667,4.4171225244341334,51,0.08605669019607842,1,high,93,412,3
11359,77655,6.667657749999999,20.0,1.11111,4.767834472313609,40,0.06944447000000001,1,high,93,1012,3
11413,3108,7.400077594117647,60.0,0.333333,7.769274318035982,170,0.02097668188235294,1,high,95,489,3
11413,321988,6.9130294800000005,20.0,0.666667,4.663977581148915,50,0.035882376,1,high,95,506,3
11413,42463,5.856418,30.0,0.4,6.537228839530762,101,0.022378936633663367,1,high,95,676,3
11413,8196,16.70085288888889,110.0,1.25,20.564548955970945,45,0.09285712444444444,1,high,95,1047,3
11413,83171,15.1344438,90.0,1.0,18.13718373223732,50,0.094074006,1,high,95,1055,3
114200,83367,7.272275909090909,20.0,1.11111,3.7818838220200908,44,0.08216784545454546,1,high,97,1058,3
114202,11170,8.0,20.0,2.0,4.252450274057691,19,0.08502024736842105,1,high,98,82,3
114202,2599,6.786328495798319,140.0,0.294118,13.249370647195855,238,0.0162745037394958,1,high,98,409,3
114202,83818,7.170922217391304,20.0,0.833333,4.558150960989022,69,0.05676330869565217,1,high,98,1068,3
114202,90176,7.300692799999999,110.0,0.384615,12.683968253723227,120,0.027222214166666665,1,high,98,1115,3
114289,281,7.068948125,30.0,1.0,5.071502284109999,64,0.054687501562500004,1,high,99,440,3
114477,1819,5.198198758835759,50.0,0.166667,5.626729699387975,481,0.008967164490644492,1,high,100,247,3
114477,25255,5.843430817757009,40.0,0.434783,4.964607394659398,214,0.019462394392523362,1,high,100,389,3
114477,283810,8.192389464285714,30.0,1.0,6.337550205887107,56,0.06818183214285714,1,high,100,447,3
114477,29046,4.690404288061336,70.0,0.163934,5.2815474201584625,913,0.005570577217962761,1,medium,100,459,2
114477,31748,7.3333330000000005,10.0,2.5,3.5092474660215816,10,0.0555556,1,high,100,499,3
114477,354770,6.133688336065574,70.0,0.217391,9.000253189043233,244,0.013728392049180329,1,high,100,570,3
114477,591781,6.318607699186992,40.0,0.4,5.489008257691472,123,0.0282616918699187,1,high,100,800,3
114477,6404,7.9887563888888895,30.0,1.42857,6.186996766264436,36,0.0912698388888889,1,high,100,858,3
1147220,3626,6.64285705882353,10.0,1.25,3.8567916060304657,17,0.07843138235294117,1,high,101,590,3
11473,15996,26.14498947348485,210.0,0.909091,26.794990943294785,264,0.11243525795454545,1,high,102,223,3
11473,4845,17.513282543352602,100.0,2.0,14.615331795396916,173,0.11871946994219654,1,high,102,732,3
1147320,519,9.302313262068965,70.0,0.555556,9.955750301872863,145,0.03682758620689655,1,high,103,752,3
1147320,82122,10.37278205882353,50.0,2.0,8.893411061098966,34,0.07516342941176471,1,high,103,1049,3
1148138,3102,5.834092707317073,20.0,0.666667,4.6649323677376575,41,0.05386180731707317,1,high,104,487,3
1148495,12062,6.190475,10.0,1.42857,4.467063846693187,4,0.0714286,1,high,105,121,3
1148495,29421,7.916666666666667,10.0,2.5,3.3229003395628145,6,0.0909091,1,high,105,462,3
1148495,7258,7.583886088888889,60.0,0.833333,10.423168249427638,45,0.06666666666666667,1,high,105,965,3
114970,18603,8.243324267326733,50.0,0.909091,7.017685613112918,101,0.043098450495049505,1,high,106,252,3
114979,10432,8.696406729064039,60.0,0.625,8.380998639251269,203,0.033230385714285715,1,high,107,25,3
114979,22697,7.856742766917293,50.0,0.416667,6.7476106167103165,133,0.028708117293233082,1,high,107,342,3
114979,298869,6.031655887931035,30.0,0.588235,4.810076365000811,116,0.02450093103448276,1,high,107,466,3
114979,35827,10.962916159292035,60.0,0.769231,9.647476777397113,226,0.047699115044247786,1,high,107,584,3
114979,55175,6.978211886792453,20.0,1.0,4.6457888826926075,53,0.0451482716981132,1,high,107,771,3
1150094,73494,6.635303967741936,30.0,0.833333,5.3762397000068765,31,0.04768587741935484,1,high,108,980,3
1151,1596,5.355112795620438,30.0,0.3125,4.775241323790845,274,0.014688280875912408,1,high,109,221,3
1151,24947,5.145251036687632,50.0,0.2,5.659873799985375,954,0.005579224203354298,1,high,109,383,3
1151,612,8.393536428571428,40.0,1.0,7.554834742675086,70,0.049107142857142856,1,high,109,827,3
1151,6703,7.59458700510204,40.0,0.666667,6.419251260992681,196,0.02663661581632653,1,high,109,883,3
1151,9641,5.044155669669669,40.0,0.285714,4.781496764794159,333,0.012832712432432433,1,high,109,1128,3
115264,358274,6.11448867032967,30.0,0.47619,5.44310224889767,91,0.026442307692307692,1,high,111,585,3
115264,38454,8.4749995,20.0,2.0,5.037077975879389,20,0.08846153500000001,1,high,111,624,3
115264,72302,6.892745177304964,30.0,0.47619,5.265231896842532,141,0.031045073049645388,1,high,111,958,3
115264,8134,6.613945,20.0,1.42857,5.020334108695816,14,0.10389608571428573,1,high,111,1040,3
11636,36514,13.281249375,50.0,2.5,13.945890451531337,16,0.19375,1,high,113,601,3
117055,107044,9.327264473684211,50.0,0.526316,11.365753531443886,57,0.029153784210526314,1,high,114,46,3
117055,121243,7.657375452554745,40.0,0.384615,7.373814640392807,137,0.022929251824817518,1,high,114,124,3
117055,1292,6.148335166666667,30.0,0.588235,5.300568923901826,48,0.041666656249999996,1,high,114,139,3
117055,282446,8.15249392857143,30.0,1.42857,6.228800038093859,28,0.06055906428571428,1,high,114,443,3
